timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1654227017572,147,https://hls.demoblaze.com/about_demo_hls_600k00000.ts,200,OK,Performence Test Thread 1-2,text,true,,542960,376,12,12,https://hls.demoblaze.com/about_demo_hls_600k00000.ts,18,0,0
1654227015161,2555,Load Website URL,200,"Number of samples in transaction : 6, number of failing samples : 0",Performence Test Thread 1-2,,true,,1630185,10503,12,12,null,1313,3,308
1654227017261,465,https://api.demoblaze.com/entries,200,OK,Performence Test Thread 1-5,text,true,,2931,356,12,12,https://api.demoblaze.com/entries,463,0,124
1654227017639,97,https://www.demoblaze.com/config.json,200,OK,Performence Test Thread 1-7,text,true,,379,437,12,12,https://www.demoblaze.com/config.json,97,0,0
1654227017663,90,https://hls.demoblaze.com/index.m3u8,200,OK,Performence Test Thread 1-3,text,true,,1266,359,12,12,https://hls.demoblaze.com/index.m3u8,90,0,61
1654227017753,24,https://hls.demoblaze.com/about_demo_hls_600k.m3u8,200,OK,Performence Test Thread 1-3,text,true,,6069,373,12,12,https://hls.demoblaze.com/about_demo_hls_600k.m3u8,24,0,0
1654227017311,528,https://api.demoblaze.com/entries,200,OK,Performence Test Thread 1-4,text,true,,2931,356,13,13,https://api.demoblaze.com/entries,527,0,113
1654227017510,344,https://api.demoblaze.com/login,200,OK,Performence Test Thread 1-1,text,true,,252,454,13,13,https://api.demoblaze.com/login,344,0,0
1654227017727,154,https://hls.demoblaze.com/index.m3u8,200,OK,Performence Test Thread 1-5,text,true,,1272,359,13,13,https://hls.demoblaze.com/index.m3u8,154,0,103
1654227017777,143,https://hls.demoblaze.com/about_demo_hls_600k00000.ts,200,OK,Performence Test Thread 1-3,text,true,,542960,376,13,13,https://hls.demoblaze.com/about_demo_hls_600k00000.ts,33,0,0
1654227015401,2519,Load Website URL,200,"Number of samples in transaction : 6, number of failing samples : 0",Performence Test Thread 1-3,,true,,1668021,10503,13,13,null,1407,0,373
